+----------------------+------+--------+----------+-------------------------------------------------+
|      series id       | year | period |  value   |                    footnotes                    |
| LAUST480000000000005 | 2021 |  M03   | 13303447 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2021 |  M02   | 13208208 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2021 |  M01   | 13116825 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M12   | 13209905 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M11   | 13209632 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M10   | 13183656 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M09   | 12958336 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M08   | 12893969 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M07   | 12596299 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M06   | 12441929 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M05   | 12066906 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M04   | 11673643 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M03   | 13160716 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M02   | 13670268 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2020 |  M01   | 13540371 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M12   | 13603779 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M11   | 13617084 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M10   | 13570526 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M09   | 13498640 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M08   | 13414424 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M07   | 13424964 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M06   | 13389610 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M05   | 13362851 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M04   | 13367230 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M03   | 13349402 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M02   | 13341750 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2019 |  M01   | 13208613 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M12   | 13303919 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M11   | 13317133 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M10   | 13268075 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M09   | 13176122 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M08   | 13123887 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M07   | 13206640 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M06   | 13174145 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M05   | 13173790 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M04   | 13180560 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M03   | 13132056 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M02   | 13119974 | Data were subject to revision on March 1, 2023. |
| LAUST480000000000005 | 2018 |  M01   | 12969210 | Data were subject to revision on March 1, 2023. |
+----------------------+------+--------+----------+-------------------------------------------------+
